n,k,flip_rate,plan,observation_order,intervention_width,query_count,samples_per_query,total_samples,cutoff,fwer_upper,power_lower,feasible
12,6,1/4,boundary_s0,6,0,924,109,100716,33,1744999097344738184817948227763/40564819207303340847894502572032,48147257393876279582136144398742613137978970123293960573659832053/52656145834278593348959013841835216159447547700274555627155488768,1
12,6,1/4,boundary_s1,5,1,5544,124,687456,37,30487131656717555193668399269405395/664613997892457936451903530140172288,102811522244201396168422632067383323045960993096398943510469894822416983423/113078212145816597093331040047546785012958969400039613319782796882727665664,1
12,6,1/4,boundary_s2,4,2,13860,132,1829520,39,1725613232976792099132768668545725195/42535295865117307932921825928971026432,418042438392760072130168188454083257765191754897714298777054007071689663596959/463168356949264781694283940034751631413079938662562256157830336031652518559744,1
12,6,1/4,boundary_s3,3,3,18480,135,2494800,40,3886659180548380517940775023916249395/85070591730234615865843651857942052864,26923640205707758532494957986482195824585869426682022389906045429039372097419051/29642774844752946028434172162224104410437116074403984394101141506025761187823616,1
12,6,1/4,boundary_s4,2,4,13860,132,1829520,39,1725613232976792099132768668545725195/42535295865117307932921825928971026432,418042438392760072130168188454083257765191754897714298777054007071689663596959/463168356949264781694283940034751631413079938662562256157830336031652518559744,1
12,6,1/4,boundary_s5,1,5,5544,124,687456,37,30487131656717555193668399269405395/664613997892457936451903530140172288,102811522244201396168422632067383323045960993096398943510469894822416983423/113078212145816597093331040047546785012958969400039613319782796882727665664,1
12,6,1/4,boundary_s6,0,6,924,109,100716,33,1744999097344738184817948227763/40564819207303340847894502572032,48147257393876279582136144398742613137978970123293960573659832053/52656145834278593348959013841835216159447547700274555627155488768,1
12,6,1/4,containment_s7,0,7,792,106,83952,32,222561301125991213321064454105/5070602400912917605986812821504,2990633654832528521686628474206531750210422871965569470416737471/3291009114642412084309938365114701009965471731267159726697218048,1
12,6,1/4,containment_s8,0,8,495,102,50490,31,7300537916435069176591778475/158456325028528675187087900672,733346038122319600530143481197623137902501126271742108188671/803469022129495137770981046170581301261101496891396417650688,1
12,6,1/4,containment_s9,0,9,220,92,20240,28,1893671017480770915951245/38685626227668133590597632,693581709570700495868700283698485869360479729904408715/766247770432944429179173513575154591809369561091801088,1
12,6,1/4,containment_s10,0,10,66,81,5346,25,3750716553957770510487/75557863725914323419136,166004869209846013798394332727343992659359050135/182687704666362864775460604089535377456991567872,1
12,6,1/4,containment_s11,0,11,12,64,768,20,102101739975697647/2305843009213693952,153249914540861994160588859030349088805/170141183460469231731687303715884105728,1
12,6,1/4,full_clamp,0,12,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
16,3,1/20,boundary_s0,3,0,560,26,14560,3,12915/262144,32254486455957996678753081103857/33554432000000000000000000000000,1
16,3,1/20,boundary_s1,2,1,1680,28,47040,3,386715/8388608,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,3,1/20,boundary_s2,1,2,1680,28,47040,3,386715/8388608,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,3,1/20,boundary_s3,0,3,560,26,14560,3,12915/262144,32254486455957996678753081103857/33554432000000000000000000000000,1
16,3,1/20,containment_s4,0,4,1820,28,50960,3,1675765/33554432,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,3,1/20,containment_s5,0,5,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,3,1/20,containment_s6,0,6,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,3,1/20,containment_s7,0,7,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,3,1/20,containment_s8,0,8,12870,32,411840,3,35321715/1073741824,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,3,1/20,containment_s9,0,9,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,3,1/20,containment_s10,0,10,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,3,1/20,containment_s11,0,11,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,3,1/20,containment_s12,0,12,1820,28,50960,3,1675765/33554432,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,3,1/20,containment_s13,0,13,560,26,14560,3,12915/262144,32254486455957996678753081103857/33554432000000000000000000000000,1
16,3,1/20,containment_s14,0,14,120,20,2400,2,3165/65536,48471281563677682933571971/52428800000000000000000000,1
16,3,1/20,containment_s15,0,15,16,17,272,2,77/2048,62242620822486673273/65536000000000000000,1
16,3,1/20,full_clamp,0,16,1,9,9,1,5/128,11888494133/12800000000,1
16,3,3/20,boundary_s0,3,0,560,48,26880,10,303904911485/8796093022208,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
16,3,3/20,boundary_s1,2,1,1680,53,89040,11,2657053267785/70368744177664,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,3,3/20,boundary_s2,1,2,1680,53,89040,11,2657053267785/70368744177664,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,3,3/20,boundary_s3,0,3,560,48,26880,10,303904911485/8796093022208,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s4,0,4,1820,53,96460,11,11513897493735/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s5,0,5,4368,58,253344,12,80847477028227/2251799813685248,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s6,0,6,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s7,0,7,11440,63,720720,13,155385409431395/4503599627370496,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s8,0,8,12870,63,810810,13,1398468684882555/36028797018963968,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s9,0,9,11440,63,720720,13,155385409431395/4503599627370496,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s10,0,10,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s11,0,11,4368,58,253344,12,80847477028227/2251799813685248,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s12,0,12,1820,53,96460,11,11513897493735/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s13,0,13,560,48,26880,10,303904911485/8796093022208,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
16,3,3/20,containment_s14,0,14,120,42,5040,9,8956816365/274877906944,400844266087307031258167920438768609048657884454258003/439804651110400000000000000000000000000000000000000000,1
16,3,3/20,containment_s15,0,15,16,32,512,7,4514873/134217728,7766676588385517814484949135630046419297/8589934592000000000000000000000000000000,1
16,3,3/20,full_clamp,0,16,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
16,3,1/4,boundary_s0,3,0,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
16,3,1/4,boundary_s1,2,1,1680,113,189840,34,7559385602982554663459116849695/162259276829213363391578010288128,12275521286551308892135186904205783456399612947110917708759606316823/13479973333575319897333507543509815336818572211270286240551805124608,1
16,3,1/4,boundary_s2,1,2,1680,113,189840,34,7559385602982554663459116849695/162259276829213363391578010288128,12275521286551308892135186904205783456399612947110917708759606316823/13479973333575319897333507543509815336818572211270286240551805124608,1
16,3,1/4,boundary_s3,0,3,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
16,3,1/4,containment_s4,0,4,1820,114,207480,34,23148161442266021041554012734395/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
16,3,1/4,containment_s5,0,5,4368,121,528528,36,890414126746260451936204462585545/20769187434139310514121985316880384,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
16,3,1/4,containment_s6,0,6,8008,128,1025024,38,838416688867939437958626064875507773/21267647932558653966460912964485513216,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,3,1/4,containment_s7,0,7,11440,131,1498640,39,505289777978446054107545951589650695/10633823966279326983230456482242756608,52767575878899828827905759168325927142954183176377236578530182341801128964573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,3,1/4,containment_s8,0,8,12870,132,1698840,39,3204710289814042469817998955870632505/85070591730234615865843651857942052864,418042438392760072130168188454083257765191754897714298777054007071689663596959/463168356949264781694283940034751631413079938662562256157830336031652518559744,1
16,3,1/4,containment_s9,0,9,11440,131,1498640,39,505289777978446054107545951589650695/10633823966279326983230456482242756608,52767575878899828827905759168325927142954183176377236578530182341801128964573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,3,1/4,containment_s10,0,10,8008,128,1025024,38,838416688867939437958626064875507773/21267647932558653966460912964485513216,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,3,1/4,containment_s11,0,11,4368,121,528528,36,890414126746260451936204462585545/20769187434139310514121985316880384,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
16,3,1/4,containment_s12,0,12,1820,114,207480,34,23148161442266021041554012734395/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
16,3,1/4,containment_s13,0,13,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
16,3,1/4,containment_s14,0,14,120,88,10560,27,108519569033089030280565/2417851639229258349412352,5446510832991688397422361903652536914254988382732299/5986310706507378352962293074805895248510699696029696,1
16,3,1/4,containment_s15,0,15,16,67,1072,21,28272565277946109/576460752303423488,154385594503413623042228187418084641185/170141183460469231731687303715884105728,1
16,3,1/4,full_clamp,0,16,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
16,4,1/20,boundary_s0,4,0,1820,28,50960,3,1675765/33554432,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,4,1/20,boundary_s1,3,1,7280,31,225680,3,17745/524288,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,4,1/20,boundary_s2,2,2,10920,32,349440,3,7492485/268435456,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,4,1/20,boundary_s3,1,3,7280,31,225680,3,17745/524288,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,4,1/20,boundary_s4,0,4,1820,28,50960,3,1675765/33554432,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,4,1/20,containment_s5,0,5,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,4,1/20,containment_s6,0,6,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,4,1/20,containment_s7,0,7,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,4,1/20,containment_s8,0,8,12870,32,411840,3,35321715/1073741824,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,4,1/20,containment_s9,0,9,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,4,1/20,containment_s10,0,10,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,4,1/20,containment_s11,0,11,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,4,1/20,containment_s12,0,12,1820,28,50960,3,1675765/33554432,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,4,1/20,containment_s13,0,13,560,26,14560,3,12915/262144,32254486455957996678753081103857/33554432000000000000000000000000,1
16,4,1/20,containment_s14,0,14,120,20,2400,2,3165/65536,48471281563677682933571971/52428800000000000000000000,1
16,4,1/20,containment_s15,0,15,16,17,272,2,77/2048,62242620822486673273/65536000000000000000,1
16,4,1/20,full_clamp,0,16,1,9,9,1,5/128,11888494133/12800000000,1
16,4,3/20,boundary_s0,4,0,1820,53,96460,11,11513897493735/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,4,3/20,boundary_s1,3,1,7280,59,429520,12,168049932806665/4503599627370496,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,boundary_s2,2,2,10920,63,687960,13,296644872550845/9007199254740992,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,boundary_s3,1,3,7280,59,429520,12,168049932806665/4503599627370496,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,boundary_s4,0,4,1820,53,96460,11,11513897493735/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s5,0,5,4368,58,253344,12,80847477028227/2251799813685248,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s6,0,6,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s7,0,7,11440,63,720720,13,155385409431395/4503599627370496,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s8,0,8,12870,63,810810,13,1398468684882555/36028797018963968,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s9,0,9,11440,63,720720,13,155385409431395/4503599627370496,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s10,0,10,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s11,0,11,4368,58,253344,12,80847477028227/2251799813685248,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s12,0,12,1820,53,96460,11,11513897493735/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s13,0,13,560,48,26880,10,303904911485/8796093022208,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
16,4,3/20,containment_s14,0,14,120,42,5040,9,8956816365/274877906944,400844266087307031258167920438768609048657884454258003/439804651110400000000000000000000000000000000000000000,1
16,4,3/20,containment_s15,0,15,16,32,512,7,4514873/134217728,7766676588385517814484949135630046419297/8589934592000000000000000000000000000000,1
16,4,3/20,full_clamp,0,16,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
16,4,1/4,boundary_s0,4,0,1820,114,207480,34,23148161442266021041554012734395/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
16,4,1/4,boundary_s1,3,1,7280,128,931840,38,381098494939972471799375484034321715/10633823966279326983230456482242756608,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,4,1/4,boundary_s2,2,2,10920,131,1430520,39,964644121595215194205314998489333145/21267647932558653966460912964485513216,52767575878899828827905759168325927142954183176377236578530182341801128964573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,4,1/4,boundary_s3,1,3,7280,128,931840,38,381098494939972471799375484034321715/10633823966279326983230456482242756608,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,4,1/4,boundary_s4,0,4,1820,114,207480,34,23148161442266021041554012734395/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
16,4,1/4,containment_s5,0,5,4368,121,528528,36,890414126746260451936204462585545/20769187434139310514121985316880384,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
16,4,1/4,containment_s6,0,6,8008,128,1025024,38,838416688867939437958626064875507773/21267647932558653966460912964485513216,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,4,1/4,containment_s7,0,7,11440,131,1498640,39,505289777978446054107545951589650695/10633823966279326983230456482242756608,52767575878899828827905759168325927142954183176377236578530182341801128964573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,4,1/4,containment_s8,0,8,12870,132,1698840,39,3204710289814042469817998955870632505/85070591730234615865843651857942052864,418042438392760072130168188454083257765191754897714298777054007071689663596959/463168356949264781694283940034751631413079938662562256157830336031652518559744,1
16,4,1/4,containment_s9,0,9,11440,131,1498640,39,505289777978446054107545951589650695/10633823966279326983230456482242756608,52767575878899828827905759168325927142954183176377236578530182341801128964573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,4,1/4,containment_s10,0,10,8008,128,1025024,38,838416688867939437958626064875507773/21267647932558653966460912964485513216,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,4,1/4,containment_s11,0,11,4368,121,528528,36,890414126746260451936204462585545/20769187434139310514121985316880384,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
16,4,1/4,containment_s12,0,12,1820,114,207480,34,23148161442266021041554012734395/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
16,4,1/4,containment_s13,0,13,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
16,4,1/4,containment_s14,0,14,120,88,10560,27,108519569033089030280565/2417851639229258349412352,5446510832991688397422361903652536914254988382732299/5986310706507378352962293074805895248510699696029696,1
16,4,1/4,containment_s15,0,15,16,67,1072,21,28272565277946109/576460752303423488,154385594503413623042228187418084641185/170141183460469231731687303715884105728,1
16,4,1/4,full_clamp,0,16,1,42,42,14,1496659417/34359738368,555786283484642355386633/604462909807314587353088,1
16,5,1/20,boundary_s0,5,0,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,5,1/20,boundary_s1,4,1,21840,33,720720,3,4107285/134217728,39478931645789540337295780674236373347661/42949672960000000000000000000000000000000,1
16,5,1/20,boundary_s2,3,2,43680,34,1485120,3,2245425/67108864,9561663862055118667962330490665693397877/10485760000000000000000000000000000000000,1
16,5,1/20,boundary_s3,2,3,43680,34,1485120,3,2245425/67108864,9561663862055118667962330490665693397877/10485760000000000000000000000000000000000,1
16,5,1/20,boundary_s4,1,4,21840,33,720720,3,4107285/134217728,39478931645789540337295780674236373347661/42949672960000000000000000000000000000000,1
16,5,1/20,boundary_s5,0,5,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,5,1/20,containment_s6,0,6,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,5,1/20,containment_s7,0,7,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,5,1/20,containment_s8,0,8,12870,32,411840,3,35321715/1073741824,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,5,1/20,containment_s9,0,9,11440,32,366080,3,3924635/134217728,39779751231255353039039393099566226352061/42949672960000000000000000000000000000000,1
16,5,1/20,containment_s10,0,10,8008,31,248248,3,39039/1048576,62604245754968714059280546389873597107/67108864000000000000000000000000000000,1
16,5,1/20,containment_s11,0,11,4368,30,131040,3,617799/16777216,252122214228255473989500026077047454273/268435456000000000000000000000000000000,1
16,5,1/20,containment_s12,0,12,1820,28,50960,3,1675765/33554432,51052457885008465110830371239305843/53687091200000000000000000000000000,1
16,5,1/20,containment_s13,0,13,560,26,14560,3,12915/262144,32254486455957996678753081103857/33554432000000000000000000000000,1
16,5,1/20,containment_s14,0,14,120,20,2400,2,3165/65536,48471281563677682933571971/52428800000000000000000000,1
16,5,1/20,containment_s15,0,15,16,17,272,2,77/2048,62242620822486673273/65536000000000000000,1
16,5,1/20,full_clamp,0,16,1,9,9,1,5/128,11888494133/12800000000,1
16,5,3/20,boundary_s0,5,0,4368,58,253344,12,80847477028227/2251799813685248,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,boundary_s1,4,1,21840,64,1397760,13,23681130776930445/576460752303423488,83895169667720589350768618672996241053326495781540495793182302109838943225471365209/92233720368547758080000000000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,boundary_s2,3,2,43680,68,2970240,14,6985669194330645/144115188075855872,170258461021832893387666469149610627211230343364420351986470526918744709197802224255781/184467440737095516160000000000000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,boundary_s3,2,3,43680,68,2970240,14,6985669194330645/144115188075855872,170258461021832893387666469149610627211230343364420351986470526918744709197802224255781/184467440737095516160000000000000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,boundary_s4,1,4,21840,64,1397760,13,23681130776930445/576460752303423488,83895169667720589350768618672996241053326495781540495793182302109838943225471365209/92233720368547758080000000000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,boundary_s5,0,5,4368,58,253344,12,80847477028227/2251799813685248,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s6,0,6,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s7,0,7,11440,63,720720,13,155385409431395/4503599627370496,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s8,0,8,12870,63,810810,13,1398468684882555/36028797018963968,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s9,0,9,11440,63,720720,13,155385409431395/4503599627370496,4236442098593202981007770476839304386816006884517203226173014661443339822602039/4611686018427387904000000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s10,0,10,8008,59,472472,12,369709852174663/9007199254740992,130315709922887558783188381993623192316718461585418863161333794487859826681/144115188075855872000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s11,0,11,4368,58,253344,12,80847477028227/2251799813685248,65866455761346270594918473823800447770672138918336439726370825195523018621/72057594037927936000000000000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s12,0,12,1820,53,96460,11,11513897493735/281474976710656,409526392435257307874911816617053889260761432164213328980479568289/450359962737049600000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s13,0,13,560,48,26880,10,303904911485/8796093022208,127284343431166785096227807024764137712154493337155587860774751/140737488355328000000000000000000000000000000000000000000000000,1
16,5,3/20,containment_s14,0,14,120,42,5040,9,8956816365/274877906944,400844266087307031258167920438768609048657884454258003/439804651110400000000000000000000000000000000000000000,1
16,5,3/20,containment_s15,0,15,16,32,512,7,4514873/134217728,7766676588385517814484949135630046419297/8589934592000000000000000000000000000000,1
16,5,3/20,full_clamp,0,16,1,17,17,4,1607/32768,59066943224413682347/65536000000000000000,1
16,5,1/4,boundary_s0,5,0,4368,121,528528,36,890414126746260451936204462585545/20769187434139310514121985316880384,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
16,5,1/4,boundary_s1,4,1,21840,138,3013920,41,124115023843434890557377421380196259745/2722258935367507707706996859454145691648,13866177484475827650960591933733003731006211772411575515587442253516896595902813137/15177100720513508366558296147058741458143803430094840009779784451085189728165691392,1
16,5,1/4,boundary_s2,3,2,43680,143,6246240,42,1663396088299391506093293753861828261165/43556142965880123323311949751266331066368,7010207839271535363926407865490732147682117932256490870167190602073732209275833130379/7770675568902916283677847627294075626569627356208558085007249638955617140820833992704,1
16,5,1/4,boundary_s3,2,3,43680,143,6246240,42,1663396088299391506093293753861828261165/43556142965880123323311949751266331066368,7010207839271535363926407865490732147682117932256490870167190602073732209275833130379/7770675568902916283677847627294075626569627356208558085007249638955617140820833992704,1
16,5,1/4,boundary_s4,1,4,21840,138,3013920,41,124115023843434890557377421380196259745/2722258935367507707706996859454145691648,13866177484475827650960591933733003731006211772411575515587442253516896595902813137/15177100720513508366558296147058741458143803430094840009779784451085189728165691392,1
16,5,1/4,boundary_s5,0,5,4368,121,528528,36,890414126746260451936204462585545/20769187434139310514121985316880384,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
16,5,1/4,containment_s6,0,6,8008,128,1025024,38,838416688867939437958626064875507773/21267647932558653966460912964485513216,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,5,1/4,containment_s7,0,7,11440,131,1498640,39,505289777978446054107545951589650695/10633823966279326983230456482242756608,52767575878899828827905759168325927142954183176377236578530182341801128964573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,5,1/4,containment_s8,0,8,12870,132,1698840,39,3204710289814042469817998955870632505/85070591730234615865843651857942052864,418042438392760072130168188454083257765191754897714298777054007071689663596959/463168356949264781694283940034751631413079938662562256157830336031652518559744,1
16,5,1/4,containment_s9,0,9,11440,131,1498640,39,505289777978446054107545951589650695/10633823966279326983230456482242756608,52767575878899828827905759168325927142954183176377236578530182341801128964573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,5,1/4,containment_s10,0,10,8008,128,1025024,38,838416688867939437958626064875507773/21267647932558653966460912964485513216,52445555550515825008882443267310377938604575734242036562942186432451529611573/57896044618658097711785492504343953926634992332820282019728792003956564819968,1
16,5,1/4,containment_s11,0,11,4368,121,528528,36,890414126746260451936204462585545/20769187434139310514121985316880384,399055439880886198440058722372538268673802310368560665469534821436249025/441711766194596082395824375185729628956870974218904739530401550323154944,1
16,5,1/4,containment_s12,0,12,1820,114,207480,34,23148161442266021041554012734395/649037107316853453566312041152512,24290910506908250998718361492762733559808205263669647648401410640231/26959946667150639794667015087019630673637144422540572481103610249216,1
16,5,1/4,containment_s13,0,13,560,103,57680,31,91457679838700210826514675/2475880078570760549798248448,181320098004673936577135226704527061308577191396796573436719/200867255532373784442745261542645325315275374222849104412672,1
