policy_id,counts,proxy_gain,q_infinity_movement,q_infinity_critical_epsilon,q_infinity_margin_sign,q_2_movement_squared,q_2_critical_epsilon_squared,q_2_margin_sign,q_1_movement,q_1_critical_epsilon,q_1_margin_sign
2550,4;0;3;6;2,2/15,8/15,1/4,zero,4/9,1/25,negative,1,2/15,negative
2551,4;0;3;7;1,1/15,2/3,1/10,negative,2/3,1/150,negative,4/3,1/20,negative
2553,4;0;4;0;7,2/5,4/5,1/2,positive,4/5,1/5,positive,4/3,3/10,positive
2554,4;0;4;1;6,1/3,2/3,1/2,positive,8/15,5/24,positive,1,1/3,positive
2555,4;0;4;2;5,4/15,8/15,1/2,positive,16/45,1/5,positive,1,4/15,positive
2556,4;0;4;3;4,1/5,2/5,1/2,positive,4/15,3/20,positive,1,1/5,negative
2557,4;0;4;4;3,2/15,2/5,1/3,positive,4/15,1/15,positive,1,2/15,negative
2558,4;0;4;5;2,1/15,8/15,1/8,negative,16/45,1/80,negative,1,1/15,negative
2561,4;0;5;0;6,4/15,4/5,1/3,positive,32/45,1/10,positive,1,4/15,positive
2562,4;0;5;1;5,1/5,2/3,3/10,positive,22/45,9/110,positive,1,1/5,negative
2563,4;0;5;2;4,2/15,8/15,1/4,zero,16/45,1/20,negative,1,2/15,negative
2564,4;0;5;3;3,1/15,2/5,1/6,negative,14/45,1/70,negative,1,1/15,negative
2568,4;0;6;0;5,2/15,4/5,1/6,negative,32/45,1/40,negative,1,2/15,negative
2569,4;0;6;1;4,1/15,2/3,1/10,negative,8/15,1/120,negative,1,1/15,negative
2589,4;1;0;0;10,11/15,16/15,11/16,positive,8/5,121/360,positive,7/3,11/35,positive
2590,4;1;0;1;9,2/3,14/15,5/7,positive,6/5,10/27,positive,2,1/3,positive
2591,4;1;0;2;8,3/5,4/5,3/4,positive,8/9,81/200,positive,5/3,9/25,positive
2592,4;1;0;3;7,8/15,2/3,4/5,positive,2/3,32/75,positive,4/3,2/5,positive
2593,4;1;0;4;6,7/15,2/3,7/10,positive,8/15,49/120,positive,1,7/15,positive
2594,4;1;0;5;5,2/5,2/3,3/5,positive,22/45,18/55,positive,1,2/5,positive
2595,4;1;0;6;4,1/3,2/3,1/2,positive,8/15,5/24,positive,1,1/3,positive
2596,4;1;0;7;3,4/15,2/3,2/5,positive,2/3,8/75,positive,4/3,1/5,negative
2597,4;1;0;8;2,1/5,4/5,1/4,zero,8/9,9/200,negative,5/3,3/25,negative
2598,4;1;0;9;1,2/15,14/15,1/7,negative,6/5,2/135,negative,2,1/15,negative
2599,4;1;0;10;0,1/15,16/15,1/16,negative,8/5,1/360,negative,7/3,1/35,negative
2600,4;1;1;0;9,3/5,14/15,9/14,positive,6/5,3/10,positive,2,3/10,positive
2601,4;1;1;1;8,8/15,4/5,2/3,positive,38/45,32/95,positive,5/3,8/25,positive
2602,4;1;1;2;7,7/15,2/3,7/10,positive,26/45,49/130,positive,4/3,7/20,positive
2603,4;1;1;3;6,2/5,8/15,3/4,positive,2/5,2/5,positive,1,2/5,positive
2604,4;1;1;4;5,1/3,8/15,5/8,positive,14/45,5/14,positive,2/3,1/2,positive
2605,4;1;1;5;4,4/15,8/15,1/2,positive,14/45,8/35,positive,2/3,2/5,positive
2606,4;1;1;6;3,1/5,8/15,3/8,positive,2/5,1/10,positive,1,1/5,negative
2607,4;1;1;7;2,2/15,2/3,1/5,negative,26/45,2/65,negative,4/3,1/10,negative
2608,4;1;1;8;1,1/15,4/5,1/12,negative,38/45,1/190,negative,5/3,1/25,negative
2610,4;1;2;0;8,7/15,4/5,7/12,positive,8/9,49/200,positive,5/3,7/25,positive
2611,4;1;2;1;7,2/5,2/3,3/5,positive,26/45,18/65,positive,4/3,3/10,positive
2612,4;1;2;2;6,1/3,8/15,5/8,positive,16/45,5/16,positive,1,1/3,positive
2613,4;1;2;3;5,4/15,2/5,2/3,positive,2/9,8/25,positive,2/3,2/5,positive
2614,4;1;2;4;4,1/5,2/5,1/2,positive,8/45,9/40,positive,2/3,3/10,positive
2615,4;1;2;5;3,2/15,2/5,1/3,positive,2/9,2/25,positive,2/3,1/5,negative
2616,4;1;2;6;2,1/15,8/15,1/8,negative,16/45,1/80,negative,1,1/15,negative
2619,4;1;3;0;7,1/3,2/3,1/2,positive,2/3,1/6,positive,4/3,1/4,zero
2620,4;1;3;1;6,4/15,8/15,1/2,positive,2/5,8/45,positive,1,4/15,positive
2621,4;1;3;2;5,1/5,2/5,1/2,positive,2/9,9/50,positive,2/3,3/10,positive
2622,4;1;3;3;4,2/15,4/15,1/2,positive,2/15,2/15,positive,2/3,1/5,negative
2623,4;1;3;4;3,1/15,4/15,1/4,zero,2/15,1/30,negative,2/3,1/10,negative
2627,4;1;4;0;6,1/5,2/3,3/10,positive,8/15,3/40,positive,1,1/5,negative
2628,4;1;4;1;5,2/15,8/15,1/4,zero,14/45,2/35,negative,2/3,1/5,negative
2629,4;1;4;2;4,1/15,2/5,1/6,negative,8/45,1/40,negative,2/3,1/10,negative
2634,4;1;5;0;5,1/15,2/3,1/10,negative,22/45,1/110,negative,1,1/15,negative
2655,4;2;0;0;9,8/15,14/15,4/7,positive,56/45,8/35,positive,2,4/15,positive
2656,4;2;0;1;8,7/15,4/5,7/12,positive,8/9,49/200,positive,5/3,7/25,positive
2657,4;2;0;2;7,2/5,2/3,3/5,positive,28/45,9/35,positive,4/3,3/10,positive
2658,4;2;0;3;6,1/3,8/15,5/8,positive,4/9,1/4,positive,1,1/3,positive
2659,4;2;0;4;5,4/15,8/15,1/2,positive,16/45,1/5,positive,1,4/15,positive
2660,4;2;0;5;4,1/5,8/15,3/8,positive,16/45,9/80,positive,1,1/5,negative
2661,4;2;0;6;3,2/15,8/15,1/4,zero,4/9,1/25,negative,1,2/15,negative
2662,4;2;0;7;2,1/15,2/3,1/10,negative,28/45,1/140,negative,4/3,1/20,negative
2665,4;2;1;0;8,2/5,4/5,1/2,positive,8/9,9/50,positive,5/3,6/25,negative
2666,4;2;1;1;7,1/3,2/3,1/2,positive,26/45,5/26,positive,4/3,1/4,zero
2667,4;2;1;2;6,4/15,8/15,1/2,positive,16/45,1/5,positive,1,4/15,positive
2668,4;2;1;3;5,1/5,2/5,1/2,positive,2/9,9/50,positive,2/3,3/10,positive
2669,4;2;1;4;4,2/15,2/5,1/3,positive,8/45,1/10,positive,2/3,1/5,negative
2670,4;2;1;5;3,1/15,2/5,1/6,negative,2/9,1/50,negative,2/3,1/10,negative
2674,4;2;2;0;7,4/15,2/3,2/5,positive,28/45,4/35,positive,4/3,1/5,negative
2675,4;2;2;1;6,1/5,8/15,3/8,positive,16/45,9/80,positive,1,1/5,negative
2676,4;2;2;2;5,2/15,2/5,1/3,positive,8/45,1/10,positive,2/3,1/5,negative
2677,4;2;2;3;4,1/15,4/15,1/4,zero,4/45,1/20,negative,1/3,1/5,negative
2682,4;2;3;0;6,2/15,8/15,1/4,zero,4/9,1/25,negative,1,2/15,negative
2683,4;2;3;1;5,1/15,2/5,1/6,negative,2/9,1/50,negative,2/3,1/10,negative
2710,4;3;0;0;8,1/3,4/5,5/12,positive,44/45,5/44,positive,5/3,1/5,negative
2711,4;3;0;1;7,4/15,2/3,2/5,positive,2/3,8/75,positive,4/3,1/5,negative
2712,4;3;0;2;6,1/5,8/15,3/8,positive,4/9,9/100,positive,1,1/5,negative
2713,4;3;0;3;5,2/15,2/5,1/3,positive,14/45,2/35,negative,1,2/15,negative
2714,4;3;0;4;4,1/15,2/5,1/6,negative,4/15,1/60,negative,1,1/15,negative
2719,4;3;1;0;7,1/5,2/3,3/10,positive,2/3,3/50,negative,4/3,3/20,negative
2720,4;3;1;1;6,2/15,8/15,1/4,zero,2/5,2/45,negative,1,2/15,negative
2721,4;3;1;2;5,1/15,2/5,1/6,negative,2/9,1/50,negative,2/3,1/10,negative
2727,4;3;2;0;6,1/15,8/15,1/8,negative,4/9,1/100,negative,1,1/15,negative
2755,4;4;0;0;7,2/15,4/5,1/6,negative,4/5,1/45,negative,4/3,1/10,negative
2756,4;4;0;1;6,1/15,2/3,1/10,negative,8/15,1/120,negative,1,1/15,negative
2875,5;0;0;0;10,2/3,6/5,5/9,positive,16/9,1/4,positive,7/3,2/7,positive
2876,5;0;0;1;9,3/5,16/15,9/16,positive,62/45,81/310,positive,2,3/10,positive
2877,5;0;0;2;8,8/15,14/15,4/7,positive,16/15,4/15,positive,5/3,8/25,positive
2878,5;0;0;3;7,7/15,4/5,7/12,positive,38/45,49/190,positive,4/3,7/20,positive
2879,5;0;0;4;6,2/5,4/5,1/2,positive,32/45,9/40,positive,1,2/5,positive
2880,5;0;0;5;5,1/3,4/5,5/12,positive,2/3,1/6,positive,1,1/3,positive
2881,5;0;0;6;4,4/15,4/5,1/3,positive,32/45,1/10,positive,1,4/15,positive
2882,5;0;0;7;3,1/5,4/5,1/4,zero,38/45,9/190,negative,4/3,3/20,negative
2883,5;0;0;8;2,2/15,14/15,1/7,negative,16/15,1/60,negative,5/3,2/25,negative
2884,5;0;0;9;1,1/15,16/15,1/16,negative,62/45,1/310,negative,2,1/30,negative
2886,5;0;1;0;9,8/15,16/15,1/2,positive,62/45,32/155,positive,2,4/15,positive
2887,5;0;1;1;8,7/15,14/15,1/2,positive,46/45,49/230,positive,5/3,7/25,positive
2888,5;0;1;2;7,2/5,4/5,1/2,positive,34/45,18/85,positive,4/3,3/10,positive
2889,5;0;1;3;6,1/3,2/3,1/2,positive,26/45,5/26,positive,1,1/3,positive
2890,5;0;1;4;5,4/15,2/3,2/5,positive,22/45,8/55,positive,1,4/15,positive
2891,5;0;1;5;4,1/5,2/3,3/10,positive,22/45,9/110,positive,1,1/5,negative
2892,5;0;1;6;3,2/15,2/3,1/5,negative,26/45,2/65,negative,1,2/15,negative
2893,5;0;1;7;2,1/15,4/5,1/12,negative,34/45,1/170,negative,4/3,1/20,negative
2896,5;0;2;0;8,2/5,14/15,3/7,positive,16/15,3/20,positive,5/3,6/25,negative
2897,5;0;2;1;7,1/3,4/5,5/12,positive,34/45,5/34,positive,4/3,1/4,zero
2898,5;0;2;2;6,4/15,2/3,2/5,positive,8/15,2/15,positive,1,4/15,positive
2899,5;0;2;3;5,1/5,8/15,3/8,positive,2/5,1/10,positive,1,1/5,negative
2900,5;0;2;4;4,2/15,8/15,1/4,zero,16/45,1/20,negative,1,2/15,negative
2901,5;0;2;5;3,1/15,8/15,1/8,negative,2/5,1/90,negative,1,1/15,negative
2905,5;0;3;0;7,4/15,4/5,1/3,positive,38/45,8/95,positive,4/3,1/5,negative
2906,5;0;3;1;6,1/5,2/3,3/10,positive,26/45,9/130,positive,1,1/5,negative
2907,5;0;3;2;5,2/15,8/15,1/4,zero,2/5,2/45,negative,1,2/15,negative
2908,5;0;3;3;4,1/15,2/5,1/6,negative,14/45,1/70,negative,1,1/15,negative
2913,5;0;4;0;6,2/15,4/5,1/6,negative,32/45,1/40,negative,1,2/15,negative
2914,5;0;4;1;5,1/15,2/3,1/10,negative,22/45,1/110,negative,1,1/15,negative
2941,5;1;0;0;9,7/15,16/15,7/16,positive,62/45,49/310,positive,2,7/30,negative
2942,5;1;0;1;8,2/5,14/15,3/7,positive,46/45,18/115,positive,5/3,6/25,negative
2943,5;1;0;2;7,1/3,4/5,5/12,positive,34/45,5/34,positive,4/3,1/4,zero
2944,5;1;0;3;6,4/15,2/3,2/5,positive,26/45,8/65,positive,1,4/15,positive
2945,5;1;0;4;5,1/5,2/3,3/10,positive,22/45,9/110,positive,1,1/5,negative
2946,5;1;0;5;4,2/15,2/3,1/5,negative,22/45,2/55,negative,1,2/15,negative
2947,5;1;0;6;3,1/15,2/3,1/10,negative,26/45,1/130,negative,1,1/15,negative
2951,5;1;1;0;8,1/3,14/15,5/14,positive,46/45,5/46,positive,5/3,1/5,negative
2952,5;1;1;1;7,4/15,4/5,1/3,positive,32/45,1/10,positive,4/3,1/5,negative
2953,5;1;1;2;6,1/5,2/3,3/10,positive,22/45,9/110,positive,1,1/5,negative
2954,5;1;1;3;5,2/15,8/15,1/4,zero,16/45,1/20,negative,2/3,1/5,negative
2955,5;1;1;4;4,1/15,8/15,1/8,negative,14/45,1/70,negative,2/3,1/10,negative
2960,5;1;2;0;7,1/5,4/5,1/4,zero,34/45,9/170,negative,4/3,3/20,negative
2961,5;1;2;1;6,2/15,2/3,1/5,negative,22/45,2/55,negative,1,2/15,negative
2962,5;1;2;2;5,1/15,8/15,1/8,negative,14/45,1/70,negative,2/3,1/10,negative
2968,5;1;3;0;6,1/15,2/3,1/10,negative,26/45,1/130,negative,1,1/15,negative
2996,5;2;0;0;8,4/15,14/15,2/7,positive,16/15,1/15,positive,5/3,4/25,negative
2997,5;2;0;1;7,1/5,4/5,1/4,zero,34/45,9/170,negative,4/3,3/20,negative
2998,5;2;0;2;6,2/15,2/3,1/5,negative,8/15,1/30,negative,1,2/15,negative
2999,5;2;0;3;5,1/15,8/15,1/8,negative,2/5,1/90,negative,1,1/15,negative
3005,5;2;1;0;7,2/15,4/5,1/6,negative,34/45,2/85,negative,4/3,1/10,negative
3006,5;2;1;1;6,1/15,2/3,1/10,negative,22/45,1/110,negative,1,1/15,negative
3041,5;3;0;0;7,1/15,4/5,1/12,negative,38/45,1/190,negative,4/3,1/20,negative
3161,6;0;0;0;9,2/5,6/5,1/3,positive,8/5,1/10,positive,2,1/5,negative
3162,6;0;0;1;8,1/3,16/15,5/16,positive,56/45,5/56,positive,5/3,1/5,negative
3163,6;0;0;2;7,4/15,14/15,2/7,positive,44/45,4/55,positive,4/3,1/5,negative
3164,6;0;0;3;6,1/5,4/5,1/4,zero,4/5,1/20,negative,1,1/5,negative
3165,6;0;0;4;5,2/15,4/5,1/6,negative,32/45,1/40,negative,1,2/15,negative
3166,6;0;0;5;4,1/15,4/5,1/12,negative,32/45,1/160,negative,1,1/15,negative
3171,6;0;1;0;8,4/15,16/15,1/4,zero,56/45,2/35,negative,5/3,4/25,negative
3172,6;0;1;1;7,1/5,14/15,3/14,negative,14/15,3/70,negative,4/3,3/20,negative
3173,6;0;1;2;6,2/15,4/5,1/6,negative,32/45,1/40,negative,1,2/15,negative
3174,6;0;1;3;5,1/15,2/3,1/10,negative,26/45,1/130,negative,1,1/15,negative
3180,6;0;2;0;7,2/15,14/15,1/7,negative,44/45,1/55,negative,4/3,1/10,negative
3181,6;0;2;1;6,1/15,4/5,1/12,negative,32/45,1/160,negative,1,1/15,negative
3216,6;1;0;0;8,1/5,16/15,3/16,negative,56/45,9/280,negative,5/3,3/25,negative
3217,6;1;0;1;7,2/15,14/15,1/7,negative,14/15,2/105,negative,4/3,1/10,negative
3218,6;1;0;2;6,1/15,4/5,1/12,negative,32/45,1/160,negative,1,1/15,negative
3225,6;1;1;0;7,1/15,14/15,1/14,negative,14/15,1/210,negative,4/3,1/20,negative
3381,7;0;0;0;8,2/15,6/5,1/9,negative,68/45,1/85,negative,5/3,2/25,negative
3382,7;0;0;1;7,1/15,16/15,1/16,negative,6/5,1/270,negative,4/3,1/20,negative
